Delta Test,T,Method,Repeat,Estimated_R_delta,True_R_delta,MSE
0.3,3000,LDR2PE-CP,2,0.11670559412672527,0.12328703821841869,4.331540633208626e-05
0.3,3000,DRO-IPW,2,0.15429662025608076,0.12328703821841869,0.0009615941781504944
0.3,3000,LDR2PE-CP,3,0.09492918907016645,0.12328703821841869,0.00080416760831503
0.3,3000,DRO-IPW,3,0.12349755473139001,0.12328703821841869,4.431720223360647e-08
0.3,3000,LDR2PE-CP,4,0.13395116255622969,0.12328703821841869,0.00011372354789229286
0.3,3000,DRO-IPW,4,0.18777041564976643,0.12328703821841869,0.004158105964953648
0.3,3000,LDR2PE-CP,5,0.11181491563809448,0.12328703821841869,0.00013160959649798453
0.3,3000,DRO-IPW,5,0.14631548997433008,0.12328703821841869,0.0005303095902743386
0.3,3000,LDR2PE-CP,6,0.09712651680610074,0.12328703821841869,0.000684372880564346
0.3,3000,DRO-IPW,6,0.15223757641590663,0.12328703821841869,0.0008381336619242083
0.3,3000,LDR2PE-CP,7,0.11784359217350782,0.12328703821841869,2.9631104843855807e-05
0.3,3000,DRO-IPW,7,0.1380830945075831,0.12328703821841869,0.00021892328171212188
0.3,3000,LDR2PE-CP,8,0.13037061922995075,0.12328703821841869,5.017711994693754e-05
0.3,3000,DRO-IPW,8,0.1617581749814086,0.12328703821841869,0.0014800283638366739
0.3,3000,LDR2PE-CP,9,0.1110095510477378,0.12328703821841869,0.00015073669122623383
0.3,3000,DRO-IPW,9,0.14625523260794454,0.12328703821841869,0.0005275379535150469
0.3,3000,LDR2PE-CP,10,0.1409800695673069,0.12328703821841869,0.0003130433583127414
0.3,3000,DRO-IPW,10,0.1717783520659829,0.12328703821841869,0.0023514075186629735
0.3,3000,LDR2PE-CP,11,0.10351963461066638,0.12328703821841869,0.00039075024539177904
0.3,3000,DRO-IPW,11,0.12920538559684852,0.12328703821841869,3.5026835691767285e-05
0.3,3000,LDR2PE-CP,12,0.13826107142035426,0.12328703821841869,0.00022422167033266902
0.3,3000,DRO-IPW,12,0.168742940836978,0.12328703821841869,0.002066239082867947
0.3,3000,LDR2PE-CP,13,0.1284937979670993,0.12328703821841869,2.7110347080480702e-05
0.3,3000,DRO-IPW,13,0.14587608174386624,0.12328703821841869,0.0005102648873945638
0.3,3000,LDR2PE-CP,14,0.15102138728554826,0.12328703821841869,0.0007691941181773909
0.3,3000,DRO-IPW,14,0.18199732617115055,0.12328703821841869,0.0034468979114926925
0.3,3000,LDR2PE-CP,15,0.11034396771158089,0.12328703821841869,0.00016752307414497438
0.3,3000,DRO-IPW,15,0.15026773040055386,0.12328703821841869,0.0007279577506271298
0.3,3000,LDR2PE-CP,16,0.08040088145279095,0.12328703821841869,0.0018392224421259977
0.3,3000,DRO-IPW,16,0.11104642621449318,0.12328703821841869,0.0001498325822306453
0.3,3000,LDR2PE-CP,17,0.12339895455882882,0.12328703821841869,1.252526725079704e-08
0.3,3000,DRO-IPW,17,0.15956701083889208,0.12328703821841869,0.0013162364133422987
0.3,3000,LDR2PE-CP,18,0.10152331665707837,0.12328703821841869,0.0004736595761995496
0.3,3000,DRO-IPW,18,0.1401605192181809,0.12328703821841869,0.0002847143610493364
0.3,3000,LDR2PE-CP,19,0.1264407726794224,0.12328703821841869,9.946041050522291e-06
0.3,3000,DRO-IPW,19,0.17380346999586088,0.12328703821841869,0.0025519098795249717
0.3,4000,LDR2PE-CP,0,0.1221937996220136,0.12328703821841869,1.1951706286697678e-06
0.3,4000,DRO-IPW,0,0.15762069363103998,0.12328703821841869,0.0011787998939926192
0.3,4000,LDR2PE-CP,1,0.13145244644954024,0.12328703821841869,6.667389158086758e-05
0.3,4000,DRO-IPW,1,0.14690515167449253,0.12328703821841869,0.0005578152832239763
0.3,4000,LDR2PE-CP,2,0.153125975084887,0.12328703821841869,0.0008903621533210825
0.3,4000,DRO-IPW,2,0.20143244835464985,0.12328703821841869,0.00610670512535978
0.3,4000,LDR2PE-CP,3,0.12878619090124227,0.12328703821841869,3.0240680229005805e-05
0.3,4000,DRO-IPW,3,0.16545548429023516,0.12328703821841869,0.0017781778441116937
0.3,4000,LDR2PE-CP,4,0.09014143897101157,0.12328703821841869,0.0010986307494697154
0.3,4000,DRO-IPW,4,0.12097017224945228,0.12328703821841869,5.3678679181546544e-06
0.3,4000,LDR2PE-CP,5,0.13383975980361307,0.12328703821841869,0.0001113599328546274
0.3,4000,DRO-IPW,5,0.16750008438486053,0.12328703821841869,0.001954793451315917
0.3,4000,LDR2PE-CP,6,0.14054627059190816,0.12328703821841869,0.0002978811021221071
0.3,4000,DRO-IPW,6,0.16572626117521938,0.12328703821841869,0.001801087645177039
0.3,4000,LDR2PE-CP,7,0.12200607979672334,0.12328703821841869,1.6408544781122269e-06
0.3,4000,DRO-IPW,7,0.15283599234681078,0.12328703821841869,0.00087314069008182
0.3,4000,LDR2PE-CP,8,0.11435494441804744,0.12328703821841869,7.97822996586304e-05
0.3,4000,DRO-IPW,8,0.15338174399541793,0.12328703821841869,0.0009056913158041515
0.3,4000,LDR2PE-CP,9,0.13584736120836238,0.12328703821841869,0.00015776171361170813
0.3,4000,DRO-IPW,9,0.1791252839285591,0.12328703821841869,0.0031179096839860127
0.3,4000,LDR2PE-CP,10,0.11704806217979058,0.12328703821841869,3.892482201057568e-05
0.3,4000,DRO-IPW,10,0.16514476508810688,0.12328703821841869,0.001752069298697417
0.3,4000,LDR2PE-CP,11,0.10535711051859525,0.12328703821841869,0.00032148230732089567
0.3,4000,DRO-IPW,11,0.13082307563966145,0.12328703821841869,5.6791860014371206e-05
0.3,4000,LDR2PE-CP,12,0.10150587406220352,0.12328703821841869,0.00047441911199999257
0.3,4000,DRO-IPW,12,0.13989528032031612,0.12328703821841869,0.0002758337057152384
0.3,4000,LDR2PE-CP,13,0.11620764989854382,0.12328703821841869,5.0117738983580717e-05
0.3,4000,DRO-IPW,13,0.1467727262404026,0.12328703821841869,0.0005515775418659589
0.3,4000,LDR2PE-CP,14,0.16341122611447528,0.12328703821841869,0.0016099504543180547
0.3,4000,DRO-IPW,14,0.17153540854913046,0.12328703821841869,0.0023279052395695082
0.3,4000,LDR2PE-CP,15,0.09542962804298455,0.12328703821841869,0.0007760353016823814
0.3,4000,DRO-IPW,15,0.12632244748791838,0.12328703821841869,9.213709433364637e-06
0.3,4000,LDR2PE-CP,16,0.13437828673740282,0.12328703821841869,0.0001230157937098677
0.3,4000,DRO-IPW,16,0.19760020026728659,0.12328703821841869,0.0055224460537013
0.3,4000,LDR2PE-CP,17,0.12019006700908802,0.12328703821841869,9.591230671423059e-06
0.3,4000,DRO-IPW,17,0.15291538867803756,0.12328703821841869,0.0008778391509579976
0.3,4000,LDR2PE-CP,18,0.10380556214758518,0.12328703821841869,0.0003795279098984584
0.3,4000,DRO-IPW,18,0.14591190341481447,0.12328703821841869,0.0005118845251550812
0.3,4000,LDR2PE-CP,19,0.07844612376501967,0.12328703821841869,0.0020107076090170495
0.3,4000,DRO-IPW,19,0.1326879008943474,0.12328703821841869,8.837621905166954e-05
0.3,5000,LDR2PE-CP,0,0.09457875623879608,0.12328703821841869,0.0008241654542215242
0.3,5000,DRO-IPW,0,0.13858024168218935,0.12328703821841869,0.0002338820721842871
0.3,5000,LDR2PE-CP,1,0.12703548409621257,0.12328703821841869,1.4050846498749949e-05
0.3,5000,DRO-IPW,1,0.1619172594188069,0.12328703821841869,0.0014922939899909239
0.3,5000,LDR2PE-CP,2,0.12535224885287,0.12328703821841869,4.265094964650777e-06
0.3,5000,DRO-IPW,2,0.1406010203875725,0.12328703821841869,0.00029977397855377596
0.3,5000,LDR2PE-CP,3,0.11618510249501762,0.12328703821841869,5.0437491019320206e-05
0.3,5000,DRO-IPW,3,0.1570520632411832,0.12328703821841869,0.0011400769147879139
0.3,5000,LDR2PE-CP,4,0.14504364662064778,0.12328703821841869,0.00047335000916794563
0.3,5000,DRO-IPW,4,0.16060826758626245,0.12328703821841869,0.001392874161527204
0.3,5000,LDR2PE-CP,5,0.1302587514481759,0.12328703821841869,4.860478535797162e-05
0.3,5000,DRO-IPW,5,0.16927753696365533,0.12328703821841869,0.002115125974835613
0.3,5000,LDR2PE-CP,6,0.1180203348914432,0.12328703821841869,2.773816393437465e-05
0.3,5000,DRO-IPW,6,0.13488052949130674,0.12328703821841869,0.00013440903989453155
0.3,5000,LDR2PE-CP,7,0.12748537009900213,0.12328703821841869,1.7625990579523276e-05
0.3,5000,DRO-IPW,7,0.1691211527393131,0.12328703821841869,0.002100766053914465
0.3,5000,LDR2PE-CP,8,0.1119214531749968,0.12328703821841869,0.00012917652337925532
0.3,5000,DRO-IPW,8,0.12992327467957882,0.12328703821841869,4.403963436843109e-05
0.3,5000,LDR2PE-CP,9,0.11072759177854458,0.12328703821841869,0.0001577396948760665
0.3,5000,DRO-IPW,9,0.1400485058872596,0.12328703821841869,0.00028094679841359887
0.3,5000,LDR2PE-CP,10,0.13118710299693653,0.12328703821841869,6.241102350477822e-05
0.3,5000,DRO-IPW,10,0.14671562220725076,0.12328703821841869,0.0005488985477217586
0.3,5000,LDR2PE-CP,11,0.07859460293553683,0.12328703821841869,0.0019974137715145835
0.3,5000,DRO-IPW,11,0.10660541123571937,0.12328703821841869,0.0002782766787899219
0.3,5000,LDR2PE-CP,12,0.11082628330425937,0.12328703821841869,0.0001552704130307457
0.3,5000,DRO-IPW,12,0.14579701038244275,0.12328703821841869,0.0005066988468251381
0.3,5000,LDR2PE-CP,13,0.1382469414149245,0.12328703821841869,0.0002237987036488247
0.3,5000,DRO-IPW,13,0.17133767043103593,0.12328703821841869,0.0023088632560322093
0.3,5000,LDR2PE-CP,14,0.13028613847761278,0.12328703821841869,4.898740443825079e-05
0.3,5000,DRO-IPW,14,0.15968900227359684,0.12328703821841869,0.001325102987074482
0.3,5000,LDR2PE-CP,15,0.11781367903387635,0.12328703821841869,2.9957660763013954e-05
0.3,5000,DRO-IPW,15,0.13118295465542928,0.12328703821841869,6.234549638025412e-05
0.3,5000,LDR2PE-CP,16,0.12972781149748053,0.12328703821841869,4.1483560432277004e-05
0.3,5000,DRO-IPW,16,0.174448449539927,0.12328703821841869,0.0026174900084085587
0.3,5000,LDR2PE-CP,17,0.1335497652451269,0.12328703821841869,0.0001053235660247273
0.3,5000,DRO-IPW,17,0.1633417384865697,0.12328703821841869,0.0016043790135714159
0.3,5000,LDR2PE-CP,18,0.14705816018090845,0.12328703821841869,0.0005650662393555631
0.3,5000,DRO-IPW,18,0.1916153064579929,0.12328703821841869,0.004668752240619207
0.3,5000,LDR2PE-CP,19,0.1561322972529764,0.12328703821841869,0.0010788110410471946
0.3,5000,DRO-IPW,19,0.19006156512637523,0.12328703821841869,0.004458837443781413
